b'Date,Open,High,Low,Close,Volume,Adj Close
2012-05-17,34.50,34.50,34.50,34.50,000,29.2987
2012-05-16,34.50,34.50,34.50,34.50,000,29.2987
2012-05-15,34.50,34.50,34.50,34.50,200,29.2987
2012-05-14,35.50,35.50,35.50,35.50,000,30.147938
2012-05-11,35.50,35.50,35.50,35.50,000,30.147938
2012-05-10,35.50,35.50,35.50,35.50,000,30.147938
2012-05-09,35.50,35.50,35.50,35.50,000,30.147938
2012-05-08,35.50,35.50,35.50,35.50,000,30.147938
2012-05-07,35.50,35.50,35.50,35.50,300,30.147938
2012-05-04,35.50,35.50,35.25,35.25,500,29.935628
2012-05-03,35.50,35.50,35.50,35.50,200,30.147938
2012-05-02,35.50,35.50,35.50,35.50,000,30.147938
2012-05-01,35.50,35.50,35.50,35.50,000,30.147938
2012-04-30,35.50,35.50,35.50,35.50,1000,30.147938
2012-04-27,35.52,35.52,34.50,35.50,1100,30.147938
2012-04-26,35.50,36.50,35.50,36.50,600,30.997175
2012-04-25,35.50,35.50,35.50,35.50,000,30.147938
2012-04-24,35.50,35.50,35.50,35.50,000,30.147938
2012-04-23,35.50,35.50,35.50,35.50,000,30.147938
2012-04-20,35.00,35.50,34.709999,35.50,1200,30.147938
2012-04-19,34.349998,34.349998,34.349998,34.349998,000,29.171313
2012-04-18,34.349998,34.349998,34.349998,34.349998,000,29.171313
2012-04-17,34.349998,34.349998,34.349998,34.349998,300,29.171313
2012-04-16,34.349998,34.349998,34.349998,34.349998,000,29.171313
2012-04-13,34.349998,34.349998,34.349998,34.349998,000,29.171313
2012-04-12,34.349998,34.349998,34.349998,34.349998,000,29.171313
2012-04-11,34.349998,34.349998,34.349998,34.349998,800,29.171313
2012-04-10,35.00,35.00,35.00,35.00,000,29.451563
2012-04-09,35.00,35.00,35.00,35.00,000,29.451563
2012-04-05,35.00,35.00,35.00,35.00,000,29.451563
2012-04-04,35.00,35.00,35.00,35.00,000,29.451563
2012-04-03,34.349998,35.00,34.349998,35.00,700,29.451563
2012-04-02,34.349998,34.349998,34.349998,34.349998,000,28.904604
2012-03-30,34.349998,34.349998,34.349998,34.349998,300,28.904604
2012-03-29,34.400002,34.400002,34.349998,34.349998,600,28.904604
2012-03-28,34.349998,34.349998,34.349998,34.349998,000,28.904604
2012-03-27,34.349998,34.349998,34.349998,34.349998,000,28.904604
2012-03-26,34.349998,34.349998,34.349998,34.349998,200,28.904604
2012-03-23,35.75,35.75,35.75,35.75,000,30.082668
2012-03-22,35.75,35.75,35.75,35.75,000,30.082668
2012-03-21,35.75,35.75,35.75,35.75,000,30.082668
2012-03-20,35.75,35.75,35.75,35.75,400,30.082668
2012-03-19,34.349998,34.349998,34.349998,34.349998,000,28.904604
2012-03-16,34.349998,34.349998,34.349998,34.349998,000,28.904604
2012-03-15,34.349998,34.349998,34.349998,34.349998,000,28.904604
2012-03-14,34.349998,34.349998,34.349998,34.349998,000,28.904604
2012-03-13,34.349998,34.349998,34.349998,34.349998,100,28.904604
2012-03-12,34.299999,34.299999,34.299999,34.299999,000,28.862531
2012-03-09,34.299999,34.299999,34.299999,34.299999,300,28.862531
2012-03-08,34.50,35.00,34.299999,35.00,800,29.451563
2012-03-07,35.990002,36.119999,34.299999,36.119999,1800,30.394012
2012-03-06,35.650002,35.990002,35.650002,35.990002,600,30.284623
2012-03-05,34.560001,36.00,34.560001,36.00,500,30.293036
2012-03-02,36.50,36.50,36.50,36.50,1100,30.713773
2012-03-01,35.00,35.950001,35.00,35.950001,5500,30.250963
2012-02-29,33.75,33.75,33.75,33.75,700,28.399721
2012-02-28,33.75,33.75,33.75,33.75,000,28.399721
2012-02-27,33.75,33.75,33.75,33.75,000,28.399721
2012-02-24,33.700001,33.75,33.700001,33.75,800,28.399721
2012-02-23,33.900002,33.900002,33.900002,33.900002,000,28.525944
2012-02-22,33.900002,33.900002,33.900002,33.900002,000,28.525944
2012-02-21,33.900002,33.900002,33.900002,33.900002,000,28.525944
2012-02-17,33.900002,33.900002,33.900002,33.900002,000,28.525944
2012-02-16,34.00,34.00,33.900002,33.900002,300,28.525944
2012-02-15,33.75,33.75,33.75,33.75,000,28.399721
2012-02-14,33.75,33.75,33.75,33.75,000,28.399721
2012-02-13,33.75,33.75,33.75,33.75,000,28.399721
2012-02-10,33.75,33.950001,33.75,33.75,1400,28.399721
2012-02-09,33.75,33.84,33.75,33.84,1000,28.475454
2012-02-08,32.900002,32.900002,32.900002,32.900002,300,27.68447
2012-02-07,32.049999,32.950001,32.049999,32.950001,800,27.726543
2012-02-06,33.00,33.00,33.00,33.00,000,27.768616
2012-02-03,33.00,33.00,33.00,33.00,000,27.768616
2012-02-02,32.00,33.00,30.10,33.00,3800,27.768616
2012-02-01,31.50,32.50,30.50,32.00,4500,26.927143
2012-01-31,30.50,30.50,30.50,30.50,1400,25.664933
2012-01-30,30.450001,30.450001,30.450001,30.450001,000,25.62286
2012-01-27,30.450001,30.450001,30.450001,30.450001,000,25.62286
2012-01-26,30.450001,30.450001,30.450001,30.450001,000,25.62286
2012-01-25,30.450001,30.450001,30.450001,30.450001,1300,25.62286
2012-01-24,33.950001,33.950001,33.950001,33.950001,100,28.568017
2012-01-23,29.049999,30.450001,29.049999,30.450001,800,25.62286
2012-01-20,28.65,28.65,28.65,28.65,1200,24.108207
2012-01-19,29.00,29.00,29.00,29.00,000,24.402723
2012-01-18,29.00,29.00,29.00,29.00,2000,24.402723
2012-01-17,27.799999,27.799999,27.799999,27.799999,2100,23.392955
2012-01-13,28.10,28.10,28.10,28.10,000,23.645398
2012-01-12,28.10,28.10,28.10,28.10,000,23.645398
2012-01-11,28.10,28.10,28.10,28.10,000,23.645398
2012-01-10,28.10,28.10,28.10,28.10,000,23.376127
2012-01-09,29.450001,35.00,28.10,28.10,700,23.376127
2012-01-06,28.90,28.90,28.90,28.90,000,24.041639
2012-01-05,28.90,28.90,28.90,28.90,000,24.041639
2012-01-04,28.90,28.90,28.90,28.90,000,24.041639
2012-01-03,28.90,28.90,28.90,28.90,400,24.041639
2011-12-30,29.00,29.00,29.00,29.00,400,24.124829
2011-12-29,28.75,28.77,28.75,28.77,800,23.933494
2011-12-28,27.799999,27.799999,27.799999,27.799999,000,23.126559
2011-12-27,27.799999,27.799999,27.799999,27.799999,400,23.126559
2011-12-23,29.00,29.00,29.00,29.00,000,24.124829
2011-12-22,29.00,29.00,29.00,29.00,000,24.124829
2011-12-21,27.799999,29.00,27.799999,29.00,300,24.124829
2011-12-20,27.799999,27.799999,27.799999,27.799999,700,23.126559
2011-12-19,28.75,28.75,28.75,28.75,000,23.916856
2011-12-16,28.75,28.75,28.75,28.75,000,23.916856
2011-12-15,28.75,28.75,28.75,28.75,000,23.916856
2011-12-14,28.75,28.75,28.75,28.75,000,23.916856
2011-12-13,28.75,28.75,28.75,28.75,000,23.916856
2011-12-12,28.049999,29.40,28.049999,28.75,900,23.916856
2011-12-09,29.00,29.00,29.00,29.00,100,24.124829
2011-12-08,27.75,27.75,27.75,27.75,100,23.084965
2011-12-07,29.00,29.00,29.00,29.00,600,24.124829
2011-12-06,28.25,28.25,28.25,28.25,3700,23.500911
2011-12-05,26.60,28.25,26.60,28.25,5000,23.500911
2011-12-02,26.76,26.76,26.76,26.76,000,22.261394
2011-12-01,26.76,26.76,26.76,26.76,400,22.261394
2011-11-30,27.10,27.50,27.10,27.50,900,22.876993
2011-11-29,27.450001,27.450001,27.049999,27.450001,3000,22.835399
2011-11-28,27.25,27.25,27.25,27.25,500,22.66902
2011-11-25,26.50,26.50,26.50,26.50,000,22.045102
2011-11-23,26.50,26.50,26.50,26.50,200,22.045102
2011-11-22,26.25,26.75,26.25,26.75,600,22.253075
2011-11-21,26.25,26.25,26.25,26.25,700,21.837129
2011-11-18,26.01,26.01,26.01,26.01,200,21.637476
2011-11-17,27.50,27.50,27.50,27.50,000,22.876993
2011-11-16,27.50,27.50,27.50,27.50,000,22.876993
2011-11-15,27.50,27.50,27.50,27.50,000,22.876993
2011-11-14,27.50,27.50,27.50,27.50,100,22.876993
2011-11-11,27.50,27.50,27.50,27.50,000,22.876993
2011-11-10,27.50,27.50,27.50,27.50,000,22.876993
2011-11-09,27.50,27.50,27.50,27.50,000,22.876993
2011-11-08,27.50,27.50,27.50,27.50,4000,22.876993
2011-11-07,27.00,27.00,27.00,27.00,3900,22.461047
2011-11-04,27.00,27.00,27.00,27.00,000,22.461047
2011-11-03,27.00,27.00,27.00,27.00,200,22.461047
2011-11-02,28.00,28.00,28.00,28.00,000,23.292938
2011-11-01,28.00,28.00,28.00,28.00,200,23.292938
2011-10-31,26.50,26.50,26.50,26.50,000,22.045102
2011-10-28,26.50,26.50,26.50,26.50,200,22.045102
2011-10-27,26.50,26.50,26.50,26.50,900,22.045102
2011-10-26,25.75,26.50,25.75,26.50,4700,22.045102
2011-10-25,25.299999,25.299999,25.299999,25.299999,000,21.046833
2011-10-24,25.299999,25.299999,25.299999,25.299999,000,21.046833
2011-10-21,25.299999,25.299999,25.299999,25.299999,000,21.046833
2011-10-20,25.299999,25.299999,25.299999,25.299999,300,21.046833
2011-10-19,25.25,25.25,25.25,25.25,700,21.005239
2011-10-18,25.75,25.75,25.75,25.75,000,21.421184
2011-10-17,25.75,25.75,25.75,25.75,300,21.421184
2011-10-14,25.25,25.25,25.25,25.25,200,21.005239
2011-10-13,25.50,25.50,25.50,25.50,000,21.213211
2011-10-12,25.50,25.50,25.50,25.50,300,21.213211
2011-10-11,24.85,24.85,24.85,24.85,000,20.406277
2011-10-10,24.85,24.85,24.85,24.85,000,20.406277
2011-10-07,24.85,24.85,24.85,24.85,000,20.406277
2011-10-06,24.85,24.85,24.85,24.85,000,20.406277
2011-10-05,24.85,24.85,24.85,24.85,000,20.406277
2011-10-04,24.85,24.85,24.85,24.85,1000,20.406277
2011-10-03,25.50,25.50,24.50,24.50,1000,20.118864
2011-09-30,25.75,25.75,25.75,25.75,300,21.145337
2011-09-29,25.50,25.50,25.50,25.50,000,20.940043
2011-09-28,25.50,25.50,25.50,25.50,200,20.940043
2011-09-27,25.50,25.50,25.50,25.50,000,20.940043
2011-09-26,25.50,25.50,25.50,25.50,1400,20.940043
2011-09-23,25.50,25.50,25.50,25.50,200,20.940043
2011-09-22,25.99,25.99,25.99,25.99,200,21.34242
2011-09-21,26.00,26.00,26.00,26.00,000,21.350632
2011-09-20,26.00,26.00,26.00,26.00,000,21.350632
2011-09-19,26.00,26.00,26.00,26.00,700,21.350632
2011-09-16,26.799999,26.799999,26.799999,26.799999,000,22.007573
2011-09-15,26.799999,26.799999,26.799999,26.799999,000,22.007573
2011-09-14,26.00,26.799999,26.00,26.799999,700,22.007573
2011-09-13,26.90,26.90,26.90,26.90,400,22.089692
2011-09-12,26.00,26.00,26.00,26.00,000,21.350632
2011-09-09,26.00,26.00,26.00,26.00,000,21.350632
2011-09-08,26.00,26.00,26.00,26.00,1100,21.350632
2011-09-07,25.40,26.00,25.40,26.00,200,21.350632
2011-09-06,25.299999,25.299999,25.299999,25.299999,600,20.775806
2011-09-02,24.40,24.40,24.40,24.40,000,20.036746
2011-09-01,24.40,24.40,24.40,24.40,100,20.036746
2011-08-31,25.200001,25.200001,25.200001,25.200001,000,20.69369
2011-08-30,25.200001,25.200001,25.200001,25.200001,200,20.69369
2011-08-29,25.15,25.15,24.50,24.50,400,20.118864
2011-08-26,24.50,24.50,24.50,24.50,000,20.118864
2011-08-25,24.50,24.50,24.50,24.50,300,20.118864
2011-08-24,25.10,25.10,25.00,25.00,1200,20.529453
2011-08-23,26.00,26.00,25.10,25.10,700,20.611572
2011-08-22,25.26,25.26,25.26,25.26,000,20.74296
2011-08-19,25.26,25.26,25.26,25.26,000,20.74296
2011-08-18,25.26,25.26,25.26,25.26,000,20.74296
2011-08-17,25.26,25.26,25.26,25.26,100,20.74296
2011-08-16,25.50,25.50,25.50,25.50,000,20.940043
2011-08-15,25.50,25.50,25.50,25.50,000,20.940043
2011-08-12,25.50,25.50,25.50,25.50,000,20.940043
2011-08-11,25.50,25.50,25.50,25.50,000,20.940043
2011-08-10,25.50,25.50,25.50,25.50,100,20.940043
2011-08-09,24.35,24.35,24.35,24.35,000,19.995688
2011-08-08,24.35,24.35,24.35,24.35,100,19.995688
2011-08-05,25.50,25.50,25.50,25.50,000,20.940043
2011-08-04,25.50,25.50,25.50,25.50,000,20.940043
2011-08-03,25.50,25.50,25.50,25.50,000,20.940043
2011-08-02,24.700001,25.50,24.15,25.50,5000,20.940043
2011-08-01,24.15,24.700001,24.15,24.700001,800,20.283101
2011-07-29,24.15,24.700001,24.15,24.700001,3200,20.283101
2011-07-28,24.15,24.15,24.15,24.15,000,19.831452
2011-07-27,24.49,24.49,24.15,24.15,300,19.831452
2011-07-26,24.50,24.50,24.50,24.50,400,20.118864
2011-07-25,24.65,24.65,24.25,24.25,300,19.91357
2011-07-22,24.299999,24.299999,24.299999,24.299999,200,19.954628
2011-07-21,24.60,24.60,24.60,24.60,100,20.200983
2011-07-20,24.35,24.50,24.299999,24.299999,2100,19.954628
2011-07-19,24.25,24.25,24.25,24.25,000,19.91357
2011-07-18,24.65,24.65,24.25,24.25,4000,19.91357
2011-07-15,24.25,24.25,24.25,24.25,000,19.91357
2011-07-14,24.25,24.25,24.25,24.25,000,19.91357
2011-07-13,24.25,24.25,24.25,24.25,1400,19.91357
2011-07-12,24.60,24.60,24.15,24.15,500,19.568675
2011-07-11,24.25,24.50,24.25,24.50,2300,19.85228
2011-07-08,24.25,24.25,24.25,24.25,1000,19.649705
2011-07-07,24.25,24.25,24.25,24.25,500,19.649705
2011-07-06,24.200001,24.50,24.200001,24.50,1900,19.85228
2011-07-05,24.15,24.15,24.15,24.15,300,19.568675
2011-07-01,24.10,24.10,24.10,24.10,000,19.528161
2011-06-30,24.25,24.700001,24.10,24.10,1400,19.528161
2011-06-29,24.15,24.15,24.15,24.15,700,19.568675
2011-06-28,24.15,24.34,24.15,24.34,1300,19.722632
2011-06-27,24.15,24.15,24.15,24.15,000,19.568675
2011-06-24,24.25,24.25,24.15,24.15,500,19.568675
2011-06-23,24.60,24.60,24.25,24.50,45800,19.85228
2011-06-22,24.700001,24.700001,24.700001,24.700001,000,20.01434
2011-06-21,24.700001,24.700001,24.700001,24.700001,000,20.01434
2011-06-20,24.700001,24.700001,24.700001,24.700001,700,20.01434
2011-06-17,24.60,24.60,24.60,24.60,000,19.93331
2011-06-16,24.60,24.60,24.60,24.60,2100,19.93331
2011-06-15,24.15,24.889999,24.15,24.889999,6200,20.168295
2011-06-14,24.15,24.15,24.15,24.15,300,19.568675
2011-06-13,24.889999,24.889999,24.889999,24.889999,800,20.168295
2011-06-10,24.200001,24.200001,24.200001,24.200001,500,19.609191
2011-06-09,24.200001,24.889999,24.200001,24.889999,700,20.168295
2011-06-08,24.200001,24.200001,24.200001,24.200001,400,19.609191
2011-06-07,24.389999,24.389999,24.389999,24.389999,000,19.763147
2011-06-06,24.90,24.90,24.389999,24.389999,1000,19.763147
2011-06-03,24.40,24.40,24.40,24.40,300,19.77125
2011-06-02,24.40,24.40,24.40,24.40,300,19.77125
2011-06-01,24.389999,24.389999,24.389999,24.389999,500,19.763147
2011-05-31,24.90,24.90,24.90,24.90,100,20.176398
2011-05-27,24.15,24.15,24.15,24.15,000,19.568675
2011-05-26,24.15,24.15,24.15,24.15,000,19.568675
2011-05-25,24.15,24.15,24.15,24.15,000,19.568675
2011-05-24,24.99,24.99,24.15,24.15,7300,19.568675
2011-05-23,24.99,25.450001,24.15,24.15,9300,19.568675
2011-05-20,24.99,24.99,24.99,24.99,300,20.249325
2011-05-19,24.75,25.00,24.700001,25.00,3400,20.257428
2011-05-18,24.60,24.950001,24.60,24.799999,7000,20.095368
2011-05-17,24.549999,24.75,24.549999,24.75,1600,20.054854
2011-05-16,24.90,24.99,24.60,24.60,1000,19.93331
2011-05-13,24.90,24.90,24.90,24.90,500,20.176398
2011-05-12,24.50,24.50,24.50,24.50,1200,19.85228
2011-05-11,24.40,24.40,24.40,24.40,500,19.77125
2011-05-10,24.99,24.99,24.99,24.99,000,20.249325
2011-05-09,24.99,24.99,24.99,24.99,800,20.249325
2011-05-06,25.00,25.00,25.00,25.00,300,20.257428
2011-05-05,24.50,25.00,24.50,25.00,14500,20.257428
2011-05-04,25.00,25.00,25.00,25.00,000,20.257428
2011-05-03,25.00,25.00,25.00,25.00,100,20.257428
2011-05-02,25.00,25.00,25.00,25.00,000,20.257428
2011-04-29,24.90,25.00,24.90,25.00,1300,20.257428
2011-04-28,24.049999,24.200001,24.049999,24.200001,800,19.609191
2011-04-27,24.00,24.00,24.00,24.00,2400,19.447131
2011-04-26,24.00,24.00,24.00,24.00,1800,19.447131
2011-04-25,24.00,24.00,24.00,24.00,300,19.447131
2011-04-21,24.00,24.00,24.00,24.00,000,19.447131
2011-04-20,24.00,24.00,24.00,24.00,000,19.447131
2011-04-19,24.00,24.00,24.00,24.00,000,19.447131
2011-04-18,24.00,24.00,24.00,24.00,000,19.447131
2011-04-15,23.700001,24.00,23.700001,24.00,1700,19.447131
2011-04-14,25.00,25.00,25.00,25.00,000,20.257428
2011-04-13,25.00,25.00,25.00,25.00,000,20.257428
2011-04-12,25.25,25.25,24.299999,25.00,1500,19.998133
2011-04-11,24.049999,24.049999,24.049999,24.049999,000,19.238204
2011-04-08,24.049999,24.049999,24.049999,24.049999,500,19.238204
2011-04-07,25.00,25.00,25.00,25.00,000,19.998133
2011-04-06,25.00,25.00,25.00,25.00,000,19.998133
2011-04-05,24.50,25.00,24.50,25.00,500,19.998133
2011-04-04,23.549999,23.549999,23.549999,23.549999,000,18.838241
2011-04-01,23.549999,23.549999,23.549999,23.549999,200,18.838241
2011-03-31,23.75,23.75,23.75,23.75,900,18.998227
2011-03-30,24.00,24.00,23.549999,24.00,2200,19.198208
2011-03-29,24.00,24.00,24.00,24.00,000,19.198208
2011-03-28,24.00,24.00,24.00,24.00,000,19.198208
2011-03-25,24.00,24.00,24.00,24.00,200,19.198208
2011-03-24,23.549999,24.00,23.549999,24.00,900,19.198208
2011-03-23,24.01,24.01,24.01,24.01,000,19.206207
2011-03-22,24.01,24.01,24.01,24.01,000,19.206207
2011-03-21,24.01,24.01,24.01,24.01,200,19.206207
2011-03-18,24.00,24.00,24.00,24.00,1000,19.198208
2011-03-17,24.00,24.00,24.00,24.00,000,19.198208
2011-03-16,24.00,24.00,24.00,24.00,200,19.198208
2011-03-15,24.00,24.00,24.00,24.00,000,19.198208
2011-03-14,24.00,24.00,24.00,24.00,000,19.198208
2011-03-11,24.00,24.00,24.00,24.00,100,19.198208
2011-03-10,24.00,24.00,24.00,24.00,000,19.198208
2011-03-09,24.00,24.00,24.00,24.00,100,19.198208
2011-03-08,24.50,24.50,24.50,24.50,100,19.598171
2011-03-07,24.25,25.24,23.549999,25.00,3900,19.998133
2011-03-04,24.450001,25.00,24.450001,24.450001,21600,19.558175
2011-03-03,25.24,25.24,25.24,25.24,100,20.190115
2011-03-02,25.25,25.25,25.25,25.25,000,20.198115
2011-03-01,25.25,25.25,25.25,25.25,000,20.198115
2011-02-28,25.25,25.25,25.25,25.25,1700,20.198115
2011-02-25,25.25,25.25,25.25,25.25,500,20.198115
2011-02-24,25.40,25.40,25.40,25.40,200,20.318103
2011-02-23,24.50,24.50,24.50,24.50,000,19.598171
2011-02-22,24.50,24.50,24.50,24.50,600,19.598171
2011-02-18,25.15,25.15,25.15,25.15,3000,20.118122
2011-02-17,24.50,25.450001,24.50,25.450001,3100,20.3581
2011-02-16,25.48,25.48,25.48,25.48,000,20.382097
2011-02-15,25.48,25.48,25.48,25.48,000,20.382097
2011-02-14,25.48,25.48,25.48,25.48,000,20.382097
2011-02-11,25.48,25.48,25.48,25.48,000,20.382097
2011-02-10,25.48,25.48,25.48,25.48,000,20.382097
2011-02-09,25.48,25.48,25.48,25.48,200,20.382097
2011-02-08,25.40,25.40,25.40,25.40,000,20.318103
2011-02-07,25.40,25.40,25.40,25.40,900,20.318103
2011-02-04,24.950001,24.950001,24.950001,24.950001,1300,19.958138
2011-02-03,24.50,25.50,24.50,25.00,1900,19.998133
2011-02-02,24.75,24.75,24.75,24.75,000,19.798152
2011-02-01,24.75,24.75,24.75,24.75,000,19.798152
2011-01-31,24.75,24.75,24.75,24.75,100,19.798152
2011-01-28,24.25,24.25,24.25,24.25,000,19.398189
2011-01-27,24.25,24.25,24.25,24.25,000,19.398189
2011-01-26,25.00,25.00,24.25,24.25,500,19.398189
2011-01-25,25.00,25.00,25.00,25.00,200,19.998133
2011-01-24,24.50,24.50,24.50,24.50,500,19.598171
2011-01-21,23.90,23.90,23.90,23.90,1600,19.118215
2011-01-20,24.18,24.18,24.18,24.18,300,19.342195
2011-01-19,23.799999,23.799999,23.799999,23.799999,200,19.038222
2011-01-18,24.110001,24.18,24.110001,24.18,400,19.342195
2011-01-14,24.049999,24.049999,24.049999,24.049999,000,19.238204
2011-01-13,24.049999,24.049999,24.049999,24.049999,200,19.238204
2011-01-12,24.049999,24.049999,24.049999,24.049999,000,19.238204
2011-01-11,24.049999,24.049999,24.049999,24.049999,000,18.982228
2011-01-10,24.049999,24.049999,24.049999,24.049999,200,18.982228
2011-01-07,24.049999,24.049999,24.049999,24.049999,000,18.982228
2011-01-06,24.049999,24.049999,24.049999,24.049999,000,18.982228
2011-01-05,24.049999,24.049999,24.049999,24.049999,000,18.982228
2011-01-04,24.049999,24.049999,24.049999,24.049999,000,18.982228
2011-01-03,24.049999,24.049999,24.049999,24.049999,100,18.982228
2010-12-31,24.049999,24.049999,24.049999,24.049999,300,18.982228
2010-12-30,24.049999,24.049999,24.049999,24.049999,000,18.982228
2010-12-29,24.049999,24.049999,24.049999,24.049999,300,18.982228
2010-12-28,25.00,25.00,25.00,25.00,200,19.732046
2010-12-27,25.200001,25.200001,25.200001,25.200001,000,19.889903
2010-12-23,25.200001,25.200001,25.200001,25.200001,000,19.889903
2010-12-22,25.200001,25.200001,25.200001,25.200001,000,19.889903
2010-12-21,25.200001,25.200001,25.200001,25.200001,000,19.889903
2010-12-20,25.200001,25.200001,25.200001,25.200001,300,19.889903
2010-12-17,24.209999,24.209999,24.200001,24.200001,800,19.100621
2010-12-16,25.200001,25.200001,24.700001,24.700001,2700,19.495262
2010-12-15,24.700001,24.700001,24.700001,24.700001,500,19.495262
2010-12-14,24.700001,24.700001,24.700001,24.700001,300,19.495262
2010-12-13,24.700001,25.200001,24.700001,24.700001,1200,19.495262
2010-12-10,24.700001,24.700001,24.700001,24.700001,000,19.495262
2010-12-09,24.700001,24.700001,24.700001,24.700001,000,19.495262
2010-12-08,24.700001,24.700001,24.700001,24.700001,200,19.495262
2010-12-07,24.700001,24.700001,24.700001,24.700001,600,19.495262
2010-12-06,25.25,25.25,25.25,25.25,000,19.929367
2010-12-03,25.25,25.25,25.25,25.25,000,19.929367
2010-12-02,25.25,25.25,25.25,25.25,000,19.929367
2010-12-01,24.75,25.25,24.75,25.25,1700,19.929367
2010-11-30,25.00,25.00,25.00,25.00,000,19.732046
2010-11-29,25.00,25.00,25.00,25.00,1400,19.732046
2010-11-26,24.75,24.75,24.75,24.75,000,19.534726
2010-11-24,24.75,24.75,24.75,24.75,1000,19.534726
2010-11-23,25.25,25.25,25.25,25.25,000,19.929367
2010-11-22,25.25,25.25,25.25,25.25,200,19.929367
2010-11-19,25.25,25.25,25.25,25.25,000,19.929367
2010-11-18,25.50,25.50,25.25,25.25,5200,19.929367
2010-11-17,25.51,26.00,25.51,25.950001,2400,20.481864
2010-11-16,24.700001,24.700001,24.700001,24.700001,200,19.495262
2010-11-15,24.700001,24.700001,24.700001,24.700001,000,19.495262
2010-11-12,24.700001,24.700001,24.700001,24.700001,1800,19.495262
2010-11-11,25.00,25.00,24.700001,24.700001,2200,19.495262
2010-11-10,24.700001,25.50,24.700001,25.50,3100,20.126687
2010-11-09,24.799999,24.799999,24.700001,24.700001,1500,19.495262
2010-11-08,25.25,25.25,25.25,25.25,500,19.929367
2010-11-05,24.799999,24.799999,24.799999,24.799999,200,19.574189
2010-11-04,24.799999,25.09,24.799999,24.799999,1200,19.574189
2010-11-03,25.40,25.40,25.40,25.40,100,20.047759
2010-11-02,24.90,24.90,24.90,24.90,700,19.653118
2010-11-01,25.40,25.40,25.40,25.40,000,20.047759
2010-10-29,25.40,25.40,25.40,25.40,1400,20.047759
2010-10-28,25.40,25.40,25.40,25.40,100,20.047759
2010-10-27,25.40,25.40,25.40,25.40,200,20.047759
2010-10-26,24.60,24.60,24.60,24.60,200,19.416334
2010-10-25,25.40,25.40,25.40,25.40,000,20.047759
2010-10-22,25.40,25.40,25.40,25.40,000,20.047759
2010-10-21,25.40,25.40,25.40,25.40,000,20.047759
2010-10-20,24.60,25.40,24.60,25.40,11100,20.047759
2010-10-19,24.60,24.60,24.60,24.60,000,19.416334
2010-10-18,24.60,24.60,24.60,24.60,000,19.416334
2010-10-15,25.00,25.00,24.60,24.60,1300,19.416334
2010-10-14,24.99,25.00,24.99,25.00,200,19.732046
2010-10-13,25.40,25.40,24.60,24.60,600,19.416334
2010-10-12,25.00,25.00,24.60,24.60,1000,19.163764
2010-10-11,25.40,25.40,25.40,25.40,000,19.786975
2010-10-08,25.40,25.40,25.40,25.40,500,19.786975
2010-10-07,24.60,24.60,24.60,24.60,000,19.163764
2010-10-06,24.60,24.60,24.60,24.60,000,19.163764
2010-10-05,24.60,24.60,24.60,24.60,500,19.163764
2010-10-04,25.50,25.50,25.50,25.50,000,19.864877
2010-10-01,25.50,25.50,25.50,25.50,000,19.864877
2010-09-30,25.50,25.50,25.50,25.50,000,19.864877
2010-09-29,25.50,25.50,25.50,25.50,000,19.864877
2010-09-28,25.50,25.50,25.50,25.50,000,19.864877
2010-09-27,25.50,25.50,25.50,25.50,000,19.864877
2010-09-24,25.50,25.50,25.50,25.50,000,19.864877
2010-09-23,25.50,25.50,25.50,25.50,300,19.864877
2010-09-22,24.60,24.60,24.60,24.60,400,19.163764
2010-09-21,24.60,24.60,24.60,24.60,000,19.163764
2010-09-20,24.60,24.60,24.60,24.60,000,19.163764
2010-09-17,24.60,24.60,24.60,24.60,000,19.163764
2010-09-16,24.60,24.60,24.60,24.60,000,19.163764
2010-09-15,24.60,24.60,24.60,24.60,700,19.163764
2010-09-14,26.00,26.00,26.00,26.00,000,20.254384
2010-09-13,26.00,26.00,26.00,26.00,000,20.254384
2010-09-10,26.00,26.00,26.00,26.00,000,20.254384
2010-09-09,26.00,26.00,26.00,26.00,000,20.254384
2010-09-08,26.00,26.00,26.00,26.00,000,20.254384
2010-09-07,26.00,26.00,26.00,26.00,000,20.254384
2010-09-03,26.00,26.00,26.00,26.00,000,20.254384
2010-09-02,26.00,26.00,26.00,26.00,000,20.254384
2010-09-01,26.00,26.00,26.00,26.00,000,20.254384
2010-08-31,25.50,26.00,25.50,26.00,900,20.254384
2010-08-30,25.40,25.40,25.40,25.40,200,19.786975
2010-08-27,25.25,25.25,25.25,25.25,000,19.670123
2010-08-26,25.25,25.25,25.25,25.25,000,19.670123
2010-08-25,25.00,25.25,25.00,25.25,1300,19.670123
2010-08-24,24.549999,24.549999,24.549999,24.549999,800,19.124812
2010-08-23,24.549999,25.90,24.549999,25.90,500,20.176482
2010-08-20,24.549999,24.549999,24.549999,24.549999,000,19.124812
2010-08-19,24.549999,24.549999,24.549999,24.549999,000,19.124812
2010-08-18,24.549999,24.549999,24.549999,24.549999,000,19.124812
2010-08-17,24.549999,24.549999,24.549999,24.549999,000,19.124812
2010-08-16,24.549999,24.549999,24.549999,24.549999,600,19.124812
2010-08-13,25.40,25.40,25.40,25.40,000,19.786975
2010-08-12,25.40,25.40,25.40,25.40,000,19.786975
2010-08-11,25.40,25.40,25.40,25.40,000,19.786975
